,PDB code,Resolution (A),Bnet
110414,7GG7,1.51,0.8996611555
110415,6F32,2.8,0.8996467616
110416,3L2X,1.8,0.8996307163
110417,7GGT,1.82,0.899628627
110418,5KGP,1.8,0.8996163608
110419,2X4F,2.67,0.8995733707
110420,5D3E,2.75,0.8995546073
110421,4L23,2.5,0.8995261884
110422,3NRA,2.15,0.8995161433
110423,4WTM,2.15,0.8995109652
110424,7N79,1.98,0.8995041195
110425,7MVW,2.76,0.899499966
110426,2EO8,2.3,0.8994926166
110427,5L51,2.66,0.8994815396
110428,5D5W,2.35,0.8994772435
110429,4BZN,1.9,0.8994744321
110430,7VA2,2.3,0.8994706484
110431,7NRZ,2.6,0.8994582847
110432,5OMO,2.49,0.899449089
110433,8JYX,2.35,0.8994487821
110434,4WT0,1.8,0.899432353
110435,5HRK,2.9,0.8994241196
110436,3R93,2.06,0.8994240898
110437,6YL2,3.15,0.8993983374
110438,4FZD,3.25,0.8993959429
110439,2XD4,2.65,0.8993901737
110440,4XZC,2.6,0.8993658304
110441,5B79,2.6,0.8993631339
110442,3WT6,2,0.8993609006
110443,2HPC,2.9,0.8993565859
110444,1Q4X,2.8,0.8993273098
110445,3I73,2.4,0.8993020409
110446,1CKN,2.5,0.8992685888
110447,1MMW,2,0.8992634322
110448,1HJV,2.75,0.8992474009
110449,2XUF,2.55,0.8992459107
110450,1ML3,2.5,0.8992448838
110451,2V73,2.2,0.899239487
110452,6D8K,2.65,0.8992344445
110453,7R6O,2.2,0.899231554
110454,1W4Q,1.68,0.8992194709
110455,3CKW,1.96,0.8992166483
110456,2BKP,2.2,0.8991707802
110457,2WSJ,2.24,0.8991586947
110458,4DE7,3,0.8991392894
110459,3P1U,2.05,0.8991369018
110460,3KQM,2.4,0.8991353743
110461,3AZA,2.7,0.8991070783
110462,1JY0,1.7,0.8990860845
110463,3N5S,2.18,0.8990824628
110464,8FUN,2.24,0.8990678618
110465,1R7V,2.09,0.8990677294
110466,6E37,2.53,0.8990576149
110467,7DVZ,2,0.8990438346
110468,5D3O,2.79,0.8990341997
110469,6F7B,2,0.899007037
110470,7PA3,1.42,0.8989792232
110471,3T1H,3.11,0.8989309042
110472,5ZSC,2.2,0.8989206733
110473,4GVB,1.8,0.8989182369
110474,5JHB,2.48,0.8988913975
110475,3WXZ,2.3,0.8988745608
110476,7Q4H,2,0.8988716489
110477,6YS0,1.7,0.8988567452
110478,4M5W,2.24,0.8988355154
110479,5UQQ,2.3,0.8987974145
110480,6QOT,1.62,0.8987802153
110481,3GA1,2.1,0.8987260303
110482,7KBK,2.09,0.8986884357
110483,3AMA,1.75,0.8986853461
110484,3WZJ,2.75,0.898674801
110485,6B5E,1.85,0.8986658424
110486,4FI5,2.2,0.8986417671
110487,5OSQ,2.05,0.8986101076
110488,4AH7,2.3,0.898601227
110489,1ZNV,2,0.8985998394
110490,6B0Z,2.33,0.8985982212
110491,5NQR,2.2,0.8985878288
110492,1RSZ,2.2,0.8985729803
110493,5QL0,2.04,0.8985658502
110494,5KY8,1.65,0.8985630688
110495,3O3H,2.8,0.8985576678
110496,6MUF,2.91,0.8985405537
110497,4OEV,1.9,0.8985261994
110498,2Q9E,2.1,0.8985183537
110499,4FG9,2.4,0.8985162855
110500,5T1P,2,0.8985099315
110501,8EQ1,2.32,0.898506394
110502,5AR8,2.79,0.8984956079
110503,8T7J,2.4,0.8984876892
110504,5N7W,1.96,0.8984708563
110505,6R0F,2.05,0.89846274
110506,1UFQ,2.5,0.8984609522
110507,4PNS,1.65,0.8984555434
110508,4WJ8,2.87,0.8984414032
110509,3DGP,1.8,0.8984154388
110510,5V69,2.55,0.8984116108
110511,6CDR,2.4,0.898410244
110512,6JWT,2.56,0.8984100261
110513,2QX1,2.6,0.898383693
110514,3CKH,2.8,0.8983689582
110515,7PZ1,2.45,0.8983224379
110516,4IW9,1.76,0.8983041751
110517,2GPT,1.95,0.8983015298
110518,7Q1L,3,0.8983014805
110519,6WJP,1.7,0.8982937328
110520,6IN2,1.75,0.8982902096
110521,5QZW,1.36,0.8982732346
110522,8E8G,2.13,0.8982650611
110523,3MCY,2.9,0.898245262
110524,3E1G,2.2,0.8982432007
110525,5QLC,2.21,0.8982355248
110526,2Y4O,1.9,0.8982353115
110527,7LH8,1.75,0.8982192528
110528,5IZJ,1.85,0.8982179634
110529,1Z25,2.7,0.8982032232
110530,8CIG,1.4,0.898179731
110531,2CVC,2,0.8981783008
110532,6L8Z,2.1,0.8981706306
110533,1RHO,2.5,0.8981687013
110534,3F5B,2,0.8981288793
110535,5YLH,2.29,0.8980950912
110536,2OYH,2.4,0.8980921775
110537,6BQP,1.95,0.8980803117
110538,4NX0,2.28,0.898078753
110539,5QY8,1.59,0.8980707085
110540,4PHQ,1.94,0.8980471947
110541,5YO6,1.2,0.8980287151
110542,2R10,2.2,0.8980192482
110543,6ZK8,1.83,0.8980097216
110544,4WNF,2.9,0.8979856298
110545,3BHI,2.27,0.8979771505
110546,5X2T,2.64,0.8979763664
110547,2Q1M,2.3,0.897954138
110548,4DDO,1.9,0.8979502841
110549,1S3I,2.3,0.8979429849
110550,8BN6,1.6,0.8979416198
110551,1CF9,1.8,0.8979330282
110552,6QDZ,1.73,0.8978828824
110553,6L0K,3.3,0.8978648779
110554,1UK0,3,0.897849011
110555,8WL3,2,0.8978282112
110556,4BBB,3.09,0.8978213423
110557,7VRF,1.7,0.8978189986
110558,7KHK,2.34,0.8978153221
110559,5A00,2.75,0.8978017937
110560,8FIU,1.56,0.8977974864
110561,5TUL,2,0.8977676753
110562,6R52,2.02,0.8977578699
110563,6CRG,2.75,0.8977483574
110564,4YMR,2.4,0.8977190414
110565,1T15,1.85,0.8976959882
110566,8FE8,2.5,0.8976921396
110567,4G4Q,1.86,0.8976763435
110568,4OLH,2.4,0.8976755467
110569,5T2G,2.55,0.8976535687
110570,5F75,2,0.8976500568
110571,7KJO,1.45,0.8976483114
110572,8P4Z,2.75,0.8976198818
110573,7GHE,2.17,0.8976136788
110574,3ZOE,1.85,0.8976085677
110575,7NMA,1.75,0.8976016973
110576,3DY3,2.81,0.8975952086
110577,6E20,2,0.897584879
110578,2B0R,2.6,0.8975524288
110579,5B5V,2.19,0.8975507826
110580,8X38,2,0.8975441385
110581,2HH7,2.55,0.8975380055
110582,2FZ2,2.9,0.897525567
110583,7FLJ,1.47,0.8975070973
110584,2ZLF,2.59,0.897491381
110585,6OY5,3.1,0.8974538434
110586,7SH5,1.83,0.8974446789
110587,8JZA,1.35,0.8974414456
110588,6JGQ,2.01,0.8974377299
110589,2GN4,1.9,0.8974295711
110590,3DWR,1.66,0.8974272348
110591,4N5N,1.9,0.8974200733
110592,6Q10,1.6,0.8974150041
110593,4OLC,2.6,0.8974046016
110594,2EXS,2,0.8973710583
110595,5URP,1.65,0.8973701233
110596,5Y0N,2.3,0.8973582218
110597,6MBU,1.45,0.8973423375
110598,2RFZ,1.8,0.8973292991
110599,6J7X,2.75,0.8973267401
110600,8X9F,2.48,0.8973108736
110601,2CX3,2.64,0.8973101486
110602,5X1D,2.2,0.8973011584
110603,2OL3,2.9,0.8972960524
110604,7Z7E,1.8,0.8972944852
110605,6MCW,2.4,0.8972881019
110606,7LAT,2.47,0.8972828801
110607,4YJX,2.55,0.8972729203
110608,5W3I,1.95,0.8972588765
110609,4AE0,2,0.8972582166
110610,7C8P,2.6,0.8972305515
110611,6NAW,2.4,0.8972167533
110612,5AGL,1.94,0.8972163843
110613,6IM6,1.7,0.8971812412
110614,7RCH,3.1,0.8971640401
110615,4PCN,1.54,0.8971383081
110616,4H4Y,1.9,0.8971377253
110617,1NVP,2.1,0.8971117267
110618,6A7A,2.37,0.8971041098
110619,3I4C,2,0.8971023141
110620,6FYG,2.55,0.8970853501
110621,4Y68,2.21,0.8970568806
110622,4E7O,2.2,0.8970479022
110623,4K6L,2.39,0.8970058768
110624,1QD5,2.17,0.8969985195
110625,4HHJ,1.79,0.8969803237
110626,7N6D,2.3,0.8969797609
110627,4N1X,2,0.8969639344
110628,9D28,2.32,0.8969601736
110629,6YKG,3.12,0.8969362389
110630,3TI1,1.99,0.896930039
110631,4PSQ,2.4,0.8969231287
110632,6OW3,2.77,0.896918206
110633,6S6D,2.5,0.8968976942
110634,8CNB,1.99,0.8968899904
110635,1UE6,2.7,0.8968824405
110636,7CAS,2.28,0.8968697572
110637,1L3V,1.71,0.8968657109
110638,7YIL,2.17,0.8968542718
110639,5GMS,1.7,0.8968533223
110640,4LCX,3.09,0.896812714
110641,7CB6,2.64,0.8968088616
110642,6AW9,2.55,0.8968051072
110643,7OPO,2.75,0.8967887802
110644,2H6E,1.8,0.8967655451
110645,5D81,1.39,0.8967614478
110646,6WX9,2.8,0.8967375815
110647,1KRP,2.2,0.8967182386
110648,6WOY,3,0.8967084898
110649,6QZO,2.4,0.8967030774
110650,8EPZ,2.6,0.8966948562
110651,6YE2,2.44,0.8966739267
110652,4EZM,3.1,0.896663936
110653,3C49,2.8,0.8966581302
110654,6IF5,2,0.8966238257
110655,3PG1,1.95,0.8966079572
110656,3HGJ,2,0.8966057138
110657,1J0X,2.4,0.8965836807
110658,7V8O,2.72,0.8965793655
110659,2VRC,2.5,0.8965722453
110660,5WW5,2.04,0.8965618782
110661,3ABQ,2.05,0.8965612846
110662,3PHB,2.3,0.8965377214
110663,4EUI,1.7,0.8965216634
110664,3NGQ,1.8,0.8965110909
110665,6J3F,2.5,0.8964937306
110666,1G32,1.9,0.8964864828
110667,5WFD,2.65,0.8964691452
110668,2ZIR,2.4,0.8964660753
110669,8UOI,1.8,0.8964607815
110670,5HBM,3.04,0.8964546291
110671,8G0O,2.1,0.8964137026
110672,5AA2,2.8,0.8964020114
110673,3ENA,1.6,0.8963906344
110674,2R4E,2.1,0.8963882853
110675,1NHV,2.9,0.8963869922
110676,5XD8,2.51,0.8963708286
110677,1E5L,2.4,0.8963495241
110678,8PDJ,1.4,0.8963446999
110679,1R1L,2.7,0.896306439
110680,4OCE,1.77,0.8962791157
110681,7DB5,1.9,0.8962625284
110682,7KGW,1.99,0.8962527698
110683,5QLA,1.86,0.8962374067
110684,3HXN,2,0.8962286416
110685,3TIX,2.9,0.8962252334
110686,5K7U,1.7,0.896213757
110687,7NHW,1.92,0.8962135761
110688,6FN3,1.9,0.8962083552
110689,4BTY,3.1,0.8962077623
110690,1YDK,1.95,0.8961865635
110691,3HDB,2.31,0.8961821743
110692,4DE4,2,0.896152234
110693,5C0R,3.19,0.8961438761
110694,4JI9,2.4,0.8961416211
110695,4WY2,1.8,0.8961369824
110696,3SUP,2.32,0.8961325793
110697,7XBG,3.37,0.89613098
110698,4A6L,2.05,0.8961184811
110699,3VSG,2.4,0.89611768
110700,8CM9,2.8,0.8961092428
110701,2JIR,2.35,0.8961032187
110702,3QD2,2.81,0.8960831309
110703,6SLX,1.8,0.8960804777
110704,1HR0,3.2,0.8960738201
110705,4GC9,2.1,0.8960721938
110706,5O4A,2.01,0.8960650244
110707,5J22,1.9,0.8960404953
110708,2X4N,2.34,0.8960355467
110709,8JA9,2.1,0.8960247831
110710,6N1M,1.55,0.8960236537
110711,2D69,1.9,0.8960203417
110712,2W9X,2,0.8960175649
110713,2PEM,2.95,0.8960161032
110714,7P7F,1.96,0.8959984527
110715,2ZME,2.9,0.8959800095
110716,3K2U,2.35,0.8959614645
110717,4KNG,2.5,0.8959466183
110718,7B1X,2.3,0.8959237894
110719,3JPV,2.35,0.8959150749
110720,3CNS,2.4,0.895914426
110721,7OTH,1.7,0.8959007909
110722,6ELI,2.2,0.8958852499
110723,7SSR,2.5,0.895877522
110724,3IV3,1.8,0.8958765631
110725,2XWC,1.82,0.8958759409
110726,6G2M,1.37,0.8958676161
110727,8C8V,2.2,0.8958466084
110728,8UZZ,1.93,0.8958356156
110729,5ZB2,2.3,0.8958297395
110730,8EA2,2.39,0.8958296069
110731,7ERM,2.32,0.8958244809
110732,3K6N,2,0.8957924958
110733,5JTA,2.72,0.895779156
110734,1BHE,1.9,0.8957715369
110735,2PS4,2.46,0.8957672619
110736,2WSQ,2.1,0.8957624389
110737,4UAR,1.9,0.8957384386
110738,5EFB,2.54,0.8957354466
110739,3W1S,2.6,0.8957261167
110740,5TRJ,2.57,0.895724463
110741,5XKI,2.46,0.8957217066
110742,4UTR,2.9,0.8957186725
110743,1F7S,2,0.8957117318
110744,7WMJ,2.81,0.8956871128
110745,3PST,2,0.8956398925
110746,6AG3,2.48,0.8956347436
110747,7W1X,1.9,0.8956301771
110748,8C0G,1.88,0.8956299809
110749,9MT9,1.78,0.8956298293
110750,6NDH,2.9,0.8956210454
110751,2XIX,2.4,0.895619577
110752,5E5W,2.4,0.8956151105
110753,3FWQ,2.3,0.8955962313
110754,1ILG,2.52,0.8955772018
110755,2W04,2.8,0.8955718036
110756,2VO0,1.94,0.8955596633
110757,6ITT,2.1,0.8955572794
110758,6WUR,2.88,0.8955570709
110759,5ZQV,2.95,0.8955568212
110760,2EKA,2.3,0.8955408353
110761,1GGQ,2.51,0.8955387717
110762,2IWE,2.83,0.8955148598
110763,4V3Z,2.05,0.8954833845
110764,2QEE,1.65,0.8954658272
110765,1F3M,2.3,0.8954467822
110766,6QU2,2.9,0.8954187138
110767,5WNX,2.55,0.8954082352
110768,3V3C,3.4,0.8954054877
110769,4GE1,2.15,0.8953678686
110770,6QIC,2.7,0.895361141
110771,1KSL,2.1,0.8953520496
110772,3G2T,2,0.8953428516
110773,6PTU,2,0.8953412115
110774,7ZQR,1.79,0.8953314443
110775,1T85,1.8,0.8953238511
110776,5DEY,2.1,0.8953183385
110777,7V1L,2.85,0.895290902
110778,7VEM,2.39,0.8952762235
110779,1JBG,2.75,0.8952593298
110780,4UQO,1.88,0.8952514886
110781,2Z76,1.82,0.8952353521
110782,3F2C,2.5,0.895230806
110783,9BKC,2.49,0.8952108063
110784,7QWY,2.44,0.8952093631
110785,4FE7,2.9,0.8952004915
110786,7UXK,2.63,0.8951996757
110787,4EOG,2.3,0.8951870456
110788,6QYI,1.8,0.8951753496
110789,6TZC,2.41,0.8951485487
110790,5KI6,2.15,0.8951247387
110791,1MH3,2.1,0.8951088502
110792,3OUH,2.51,0.8950776105
110793,8Y98,2.31,0.8950716015
110794,2EVS,2.2,0.8950455763
110795,4CU7,2.2,0.8950077672
110796,5DSE,2.9,0.8950054457
110797,8H6U,2.78,0.8949979528
110798,6SXX,2.01,0.89495405
110799,2ZGH,2.17,0.8949443574
110800,2GWG,1.8,0.8949390688
110801,8BDX,2.93,0.8949354864
110802,1RL4,2.18,0.894924791
110803,2O08,1.9,0.894909646
110804,6XSI,2,0.8949085363
110805,2NT2,2.1,0.8949031306
110806,6I2V,1.75,0.8949021002
110807,4LH8,1.8,0.8948777638
110808,4DK8,2.75,0.8948308498
110809,5EIW,1.61,0.8948216899
110810,5YXU,2.7,0.8948079284
110811,4DQ4,2.1,0.8947923273
110812,5KGU,1.9,0.894785845
110813,6DHV,2.1,0.8947737035
110814,6FCQ,3.1,0.8947679089
110815,6JY1,1.72,0.8947662604
110816,8BFM,1.7,0.8947661541
110817,6JAD,1.9,0.8947627098
110818,2BVJ,2.1,0.8947574139
110819,7FIR,2.2,0.8947413428
110820,6DAN,2.05,0.8946944106
110821,2H55,2,0.89466052
110822,4HB7,1.95,0.8946584402
110823,2VCP,3.2,0.8946491921
110824,4K35,2,0.8946460547
110825,1Y9A,1.81,0.8946360784
110826,4X1T,2.25,0.8945908736
110827,6ER9,2.37,0.8945853184
110828,5FBT,2.7,0.8945796608
110829,4A6F,1.68,0.8945651009
110830,1EQQ,3.2,0.8945615103
110831,5L2Q,2.53,0.8945509248
110832,1PQF,2,0.8945495524
110833,4MYB,2.4,0.8945473842
110834,3TR2,2,0.8945297947
110835,5JQI,1.96,0.8945254527
110836,4FQB,2.69,0.8945246472
110837,6GP5,1.93,0.8945189961
110838,7V9F,2.5,0.8945002372
110839,4WZM,2.52,0.8944934264
110840,4TWY,1.6,0.8944924564
110841,1N5J,1.85,0.8944581673
110842,1PR6,2.1,0.8944321559
110843,2OKF,1.6,0.8944282976
110844,8XBD,2.4,0.8944137783
110845,5ZCA,1.8,0.8944100994
110846,1RYH,1.75,0.8943868088
110847,3A1T,1.8,0.8943810886
110848,6RJW,2.85,0.8943806246
110849,1MBZ,2.47,0.8943759625
110850,6DFD,1.9,0.8943692536
110851,2I7B,1.99,0.8943683434
110852,4WW4,2.94,0.8943584375
110853,7LLZ,2.9,0.894356294
110854,7BZB,2.15,0.8943543888
110855,8SG6,2.49,0.8943461212
110856,3FZQ,2.1,0.8943372026
110857,6KWN,2.4,0.8943206489
110858,8KFQ,3.22,0.8943183739
110859,8BZT,1.65,0.8942833284
110860,9J9J,2.4,0.8942713556
110861,6IBO,2.17,0.8942554229
110862,6ZKY,2.65,0.8942532688
110863,4UFL,2.4,0.8941913335
110864,6UXJ,1.4,0.8941801954
110865,3OBW,2.6,0.8941697771
110866,1Y0G,2.2,0.8941616896
110867,4FEU,2.37,0.8941597747
110868,2YM1,2.28,0.8941526481
110869,1L9D,1.95,0.8941401972
110870,8U59,1.77,0.8941262134
110871,5J8O,2.3,0.8941236825
110872,1ZZG,1.95,0.8940925629
110873,5TSV,2.5,0.8940743596
110874,3MQS,2.4,0.894073628
110875,8E2P,2.72,0.894061492
110876,8CG1,2.02,0.8940290346
110877,6P83,1.7,0.8939858237
110878,3DBA,2.57,0.8939790296
110879,4URX,2.49,0.893956892
110880,7ZKO,2.5,0.8939389847
110881,5MZZ,2.3,0.8939165693
110882,2HP1,2.08,0.8939004054
110883,4D2S,2.5,0.893895171
110884,3H7N,3,0.8938922386
110885,6MFB,2.5,0.893883922
110886,3ISL,2.06,0.8938694333
110887,8K5S,2.65,0.8938545509
110888,2XAV,2.8,0.8938007947
110889,4HUU,2,0.8937615617
110890,5XF4,2.87,0.8937597344
110891,2BTQ,3.2,0.8937520583
110892,5Y93,1.62,0.8937438327
110893,3AEZ,2.2,0.893724419
110894,2WV2,2.7,0.8937224129
110895,2FM1,2.25,0.8937184409
110896,2A0K,1.8,0.8937058284
110897,5NUP,2.9,0.8937045953
110898,5V7Y,2.05,0.8937035909
110899,6KEN,1.75,0.8936885921
110900,4DOT,1.96,0.8936854746
110901,1OPE,2.5,0.8936710459
110902,5CQF,2.28,0.8935970344
110903,5LBA,2.5,0.8935897124
110904,4R69,3.19,0.8935797093
110905,4JPX,1.55,0.8935339998
110906,3GIC,1.55,0.8934862638
110907,6A87,2.41,0.8934813737
110908,3KFV,2.8,0.8934615174
110909,1U16,2.2,0.8934564399
110910,6K9V,2.54,0.8934491454
110911,7K3P,2.04,0.893435532
110912,1BI3,2.4,0.893435054
110913,5DNV,2.65,0.8934319113
110914,8IOX,2.95,0.8934204764
110915,4MSL,2.7,0.8933988619
110916,1NK1,2.5,0.8933906897
110917,4B80,2.5,0.8933740632
110918,6BW2,2.75,0.8933704549
110919,5WN8,2.5,0.8933435769
110920,7OVN,2.9,0.8933424952
110921,3OYX,2.51,0.8933145689
110922,7REC,2.2,0.8933136995
110923,7SPM,3.28,0.8933087679
110924,1PN2,1.95,0.8933051886
110925,5EOY,2.5,0.8932828821
110926,6Y4K,3,0.8932402791
110927,2O93,3.05,0.8931926002
110928,7XRN,2.07,0.893188539
110929,8A1K,1.75,0.8931768844
110930,1H8I,1.75,0.893151554
110931,3VJK,2.49,0.8931514141
110932,2PL6,2.2,0.8931401509
110933,2FA9,2.5,0.8931089471
110934,7CY2,2.75,0.8931001985
110935,2D43,2.8,0.893097744
110936,6KKG,2.15,0.893073235
110937,5ZMW,2.5,0.8930703108
110938,7PSU,1.77,0.8930627408
110939,4NLR,2,0.8930409552
110940,1V2A,2.15,0.8930402711
110941,4I1Y,2.6,0.8930158658
110942,4X5C,2.33,0.8930134767
110943,6IQU,2.9,0.893013315
110944,8Z2C,2.05,0.8930079303
110945,5K16,2.6,0.89300102
110946,4GDL,2.88,0.8929896921
110947,7XQ6,2,0.8929885401
110948,4UT1,1.8,0.8929703681
110949,3I4I,1.89,0.8929489574
110950,8QN5,1.54,0.892914783
110951,4X6U,2.2,0.8929059914
110952,1RF6,1.9,0.8928986511
110953,1XEB,2.35,0.8928813721
110954,8BV4,1.95,0.8928760012
110955,1XPI,2.2,0.8928748727
110956,2CBG,2.5,0.8928647403
110957,3K3I,1.7,0.8928546875
110958,8B7Z,3,0.8928491588
110959,6ZRB,1.55,0.8928377665
110960,5JVM,1.57,0.8928283172
110961,2APO,1.95,0.8928196312
110962,7ARF,2,0.8928110699
110963,1UTU,2,0.8927654064
110964,2PW7,2.1,0.8927624485
110965,8JMZ,1.99,0.892761698
110966,5FDX,2.65,0.8927599005
110967,4CMJ,2.2,0.8927440512
110968,3DCD,1.9,0.8927249619
110969,4QVA,2.18,0.8926884247
110970,4XWN,2.88,0.8926458286
110971,6CIE,1.95,0.8926378067
110972,6DKP,2.97,0.892617362
110973,5SIM,1.75,0.8925657072
110974,5C3X,1.95,0.8925566473
110975,7Q4N,3.2,0.8925381901
110976,2V23,1.8,0.8925207702
110977,4XVU,2.35,0.8925103019
110978,6Q4O,2.8,0.8924907476
110979,9C20,2.7,0.8924787858
110980,5WL0,2.4,0.8924747122
110981,5ISR,1.9,0.8924624919
110982,1KEZ,2.8,0.8924620431
110983,8VO4,2.07,0.8924581207
110984,6W3R,1.38,0.8924491748
110985,2H0K,2.76,0.8924484488
110986,4GHT,1.96,0.8924177413
110987,8BFF,2.6,0.8923797821
110988,3RUY,2.65,0.8923530933
110989,3LCJ,2.1,0.8923395086
110990,3V4D,1.95,0.8923353965
110991,4Z81,2.05,0.8922879935
110992,2FOJ,1.6,0.8922758341
110993,4HFO,3,0.8922692217
110994,5I9H,2.5,0.8922604229
110995,4ELS,2.3,0.8922604199
110996,1SZK,2.52,0.8922457931
110997,4GTW,2.7,0.892242751
110998,2BM2,2.2,0.8921837187
110999,7QJU,1.8,0.8921586531
111000,6VMC,2.85,0.8921542773
111001,3O99,1.95,0.8921346083
111002,6VEP,2.9,0.8921320888
111003,8JFG,2.83,0.8921234682
111004,6VJ2,3.1,0.8921232077
111005,4M24,1.39,0.8920898345
111006,6E3B,2.5,0.8920874875
111007,1NQG,3.31,0.8920721722
111008,3WKD,2.48,0.8920471492
111009,1A4S,2.1,0.8920417223
111010,7NDR,1.97,0.8920071986
111011,5L21,1.68,0.8919717463
111012,6SGE,1.5,0.8919696017
111013,3NEA,2.25,0.8919653654
111014,3B23,2.4,0.8919553539
111015,3PXS,2.22,0.8919477926
111016,3NI0,1.6,0.8919325434
111017,6XXO,1.5,0.8919281501
111018,2JBX,2.73,0.8919228021
111019,4JID,2.3,0.8918870938
111020,8K6S,1.6,0.8918827317
111021,5H1E,2.6,0.891850393
111022,5SE1,2.3,0.8918442326
111023,3BPB,2.81,0.8918363987
111024,4QO8,2,0.8918325404
111025,2NL9,1.55,0.8918172722
111026,2WKB,1.78,0.8917975849
111027,5LBF,1.9,0.8917864176
111028,7S00,3.3,0.8917785904
111029,5LW9,2.3,0.8917506698
111030,3NLT,2.74,0.8917353849
111031,6LRB,2.65,0.8916998391
111032,8YZ8,2.86,0.8916586963
111033,7LNW,2.29,0.8916573194
111034,4HO0,1.9,0.8916443727
111035,1NVF,2.8,0.8916425014
111036,3LQ7,2.3,0.89162585
111037,1F0P,1.9,0.8916027015
111038,2DVY,3,0.8915611079
111039,4W5Q,3.1,0.8915598434
111040,7OUY,1.5,0.8915553769
111041,9EM3,2.27,0.8915480853
111042,2QMY,2.5,0.89154678
111043,7QZZ,2.52,0.8915281304
111044,6K7T,1.6,0.8915118199
111045,5B8B,3.1,0.8914975902
111046,2WKM,2.2,0.8914937703
111047,7GEN,1.53,0.8914821499
111048,8JBZ,2.08,0.8914675368
111049,2JKS,1.9,0.8914663027
111050,6FPF,2.2,0.8914595572
111051,6WYW,2.13,0.8914574049
111052,4AGS,2.3,0.8914097965
111053,3G8L,2.5,0.8914029997
111054,5BQB,2.3,0.8914024065
111055,4LAT,1.88,0.8913948169
111056,5CY1,3.4,0.8913907291
111057,6T46,2.45,0.8913809977
111058,5AX7,2.46,0.8913741462
111059,1K8G,2.6,0.8913595787
111060,7YT9,2.6,0.8913569321
111061,3H3U,2.9,0.891347364
111062,2PSE,2.5,0.8913392133
111063,5ALW,2.2,0.8913071052
111064,8U6K,2.72,0.8913062496
111065,2BZ8,2,0.8912794087
111066,8QV9,1.76,0.8912640199
111067,3WNK,2.3,0.8912610665
111068,7EXE,2.75,0.8912590637
111069,5HFJ,3.1,0.8912407075
111070,5CCF,2.1,0.8912277878
111071,3G58,2.05,0.8912231722
111072,3WDH,1.75,0.891222325
111073,3ZHQ,2.5,0.8912092915
111074,5AE8,2.42,0.8911815743
111075,7NDH,1.94,0.891158774
111076,5FP9,2,0.8911279929
111077,1QXR,1.7,0.8911215231
111078,7CZE,3,0.8911167453
111079,3RH8,2.75,0.8911116145
111080,6GWV,2.8,0.8910875358
111081,8CRA,2.4,0.8910603277
111082,8JAD,2.3,0.891051079
111083,4D6K,2.1,0.8910466355
111084,6J86,2.6,0.8910453897
111085,8EWN,2.1,0.8910412304
111086,4WE4,2.35,0.8910045441
111087,7ZC8,2.08,0.8910029504
111088,1RWC,1.9,0.8909728615
111089,5M52,3.4,0.8909660119
111090,2X2G,1.9,0.8909417202
111091,1YI4,2.4,0.8909406969
111092,1H73,2,0.8909397853
111093,2E9C,2.05,0.8909312948
111094,8E77,1,0.8909077173
111095,2Q8G,1.9,0.8908994734
111096,3LHA,2.8,0.8908912173
111097,5TWB,1.82,0.8908716643
111098,6PG7,2.45,0.8908677483
111099,5JZI,2.5,0.8908519307
111100,3I6A,1.98,0.89085126
111101,5C3J,2.8,0.8908466492
111102,5MFZ,2.1,0.8908355849
111103,3H04,1.9,0.8908187894
111104,1U45,2.01,0.8908087459
111105,3ZH4,1.8,0.8907517929
111106,3EKD,2.5,0.8907414804
111107,5K7I,2.31,0.8907409795
111108,6GLB,2,0.8907377765
111109,8GML,2.57,0.8907307471
111110,3CE0,2.8,0.8907297908
111111,1PT9,2.42,0.8907182575
111112,5LSE,2.5,0.8906899971
111113,3VU2,2.23,0.8906751915
111114,3WBA,1.9,0.8906623899
111115,5YCI,1.97,0.8906481988
111116,4H4K,2.8,0.8906455883
111117,2WTJ,2.1,0.8906298242
111118,5C25,2.84,0.8906043569
111119,7OBZ,2,0.890602096
111120,1OUZ,2.41,0.8905930036
111121,7CXF,2.35,0.8905728781
111122,2BLE,1.9,0.8905652487
111123,1PV1,2.3,0.8905532783
111124,5JKE,2.86,0.8905397469
111125,5ALG,2.4,0.890514791
111126,5WIE,3.3,0.8905039241
111127,3NSD,2,0.890494745
111128,6SGV,2.6,0.8904579152
111129,6XP2,2.3,0.89045657
111130,7QIR,1.9,0.8904557759
111131,2FYV,1.9,0.8904508608
111132,7DB3,1.7,0.8904411421
111133,5JML,2.29,0.8904359821
111134,7WVH,2.45,0.8904146437
111135,4M4Q,2.5,0.8904102995
111136,3FKO,2,0.8903923686
111137,2UX0,2.46,0.8903342156
111138,7KMN,1.8,0.8903135044
111139,5UNP,2.92,0.8903062015
111140,4Q0V,1.98,0.8903036052
111141,6R5B,2.06,0.8903014546
111142,4M4U,1.84,0.8902970768
111143,5VC3,1.97,0.8902695881
111144,2BBC,2.4,0.8902501663
111145,1WA6,2.55,0.8902350903
111146,1W8K,1.8,0.8902336829
111147,3N49,2.5,0.8902302374
111148,5K9R,2.7,0.8902225922
111149,2R7R,2.6,0.8902129918
111150,5LGK,3.5,0.8902119593
111151,1XDW,1.98,0.8901753079
111152,6TKD,1.9,0.8901602915
111153,1X11,2.5,0.8901441632
111154,5NH1,2.04,0.8901423658
111155,6WSA,2.05,0.8901381627
111156,5H5L,2,0.8900989757
